country,year,tfr,subgroup,bloc,gdp_per_capita_usd,urban_pop_pct,flfp_pct,remittances_gdp_pct,female_tert_educ_pct,gdp_per_capita_usd_interp,urban_pop_pct_interp,flfp_pct_interp,remittances_gdp_pct_interp,female_tert_educ_pct_interp
Latvia,2012,1.444325,Baltic,Rest of post-Soviet,13329.3499931271,67.8331638942219,54.088,5.52657807437145,81.6425323486328,False,False,False,False,False
Latvia,2013,1.527422,Baltic,Rest of post-Soviet,14484.4715282132,67.847334482933,53.773,5.5036877983812,83.7531204223633,False,False,False,False,False
Latvia,2014,1.64598,Baltic,Rest of post-Soviet,15185.814581236,67.8686035364944,53.301,5.13085900004383,83.7770690917969,False,False,False,False,False
Latvia,2015,1.706456,Baltic,Rest of post-Soviet,13321.9753140616,67.8965395668259,54.029,5.0703767353682,91.1335601806641,False,False,False,False,False
Latvia,2016,1.742342,Baltic,Rest of post-Soviet,13838.5266823272,67.9307110858472,54.863,4.55411994517047,98.1053314208984,False,False,False,False,False
Latvia,2017,1.698427,Baltic,Rest of post-Soviet,15132.4958333982,67.9706866054779,55.064,4.33514862848996,105.058967590332,False,False,False,False,False
Latvia,2018,1.61249,Baltic,Rest of post-Soviet,17252.1710428626,68.0160346376376,55.639,3.72158241623154,111.845207214355,False,False,False,False,False
Latvia,2019,1.609161,Baltic,Rest of post-Soviet,17294.9751600969,68.066323694246,55.474,3.45205124469257,111.019950866699,False,False,False,False,False
Latvia,2020,1.5462,Baltic,Rest of post-Soviet,17564.2321549354,68.1211222872228,55.844,3.26049152549512,109.43717956543,False,False,False,False,False
Latvia,2021,1.5716,Baltic,Rest of post-Soviet,20261.8887788916,68.1808791463693,54.167,3.45020908059925,108.810440063477,False,False,False,False,False
Latvia,2022,1.47,Baltic,Rest of post-Soviet,20221.103686109,68.2570218109034,55.299,3.40541390123867,108.475112915039,False,False,False,False,False
Latvia,2023,1.337526,Baltic,Rest of post-Soviet,22710.2637544197,68.3586316343061,55.436,2.88631577171599,101.502548217773,False,False,False,False,False
Lithuania,2000,1.383066,Baltic,Rest of post-Soviet,3300.63634928559,66.9768374826555,54.916,0.432376552714905,69.8163070678711,False,False,False,False,True
Lithuania,2001,1.281169,Baltic,Rest of post-Soviet,3532.52787363242,66.9286097501613,53.333,0.645555344192364,69.8163070678711,False,False,False,False,False
Lithuania,2002,1.231351,Baltic,Rest of post-Soviet,4148.13091485015,66.8887100219727,52.171,0.764919527460817,77.3059310913086,False,False,False,False,False
Lithuania,2003,1.26048,Baltic,Rest of post-Soviet,5507.47434187652,66.7596664428711,54.789,0.610520440247571,84.9788436889648,False,False,False,False,False
Lithuania,2004,1.271054,Baltic,Rest of post-Soviet,6734.57487061946,66.6022567749023,51.337,2.53919307476166,91.5104522705078,False,False,False,False,False
Lithuania,2005,1.291236,Baltic,Rest of post-Soviet,7857.03148786492,66.5784912109375,50.639,2.85487616028856,97.5385589599609,False,False,False,False,False
Lithuania,2006,1.322227,Baltic,Rest of post-Soviet,9210.10118229413,66.6381530761719,50.075,3.30190488506664,100.451858520508,False,False,False,False,False
Lithuania,2007,1.358856,Baltic,Rest of post-Soviet,12295.1212779366,66.7184982299805,50.067,3.60716310368191,100.372177124023,False,False,False,False,False
Lithuania,2008,1.444071,Baltic,Rest of post-Soviet,14955.5345462921,66.7527770996094,50.469,3.27256598885755,104.033790588379,False,False,False,False,False
Lithuania,2009,1.499453,Baltic,Rest of post-Soviet,11854.3711053096,66.7816619873047,52.019,3.30674682269735,107.205062866211,False,False,False,False,False
Lithuania,2010,1.499202,Baltic,Rest of post-Soviet,11829.122609457,66.7712860107422,52.31,4.56671804926548,104.551567077637,False,False,False,False,False
Lithuania,2011,1.548247,Baltic,Rest of post-Soviet,14261.8433787325,66.7518340055756,52.699,4.5278395086244,101.427978515625,False,False,False,False,False
Lithuania,2012,1.591134,Baltic,Rest of post-Soviet,14288.1853493139,66.8536758422852,53.2,3.52892651275714,95.5258865356445,False,False,False,False,False
Lithuania,2013,1.58291,Baltic,Rest of post-Soviet,15636.5252586048,67.0092086791992,52.927,4.44868367241846,88.8712005615234,False,False,False,False,False
Lithuania,2014,1.628049,Baltic,Rest of post-Soviet,16446.1647181663,67.1514937628023,53.871,4.37464712421907,85.344596862793,False,False,False,False,False
Lithuania,2015,1.705244,Baltic,Rest of post-Soviet,14269.8039878287,67.2282485961914,54.428,3.30473244592127,84.4187316894531,False,False,False,False,False
Lithuania,2016,1.692274,Baltic,Rest of post-Soviet,14934.2702840428,67.1894226074219,55.606,2.97861311278016,85.2355194091797,False,False,False,False,False
Lithuania,2017,1.633237,Baltic,Rest of post-Soviet,16800.1510246099,67.1012954711914,55.821,2.72747361994343,87.6285171508789,False,False,False,False,False
Lithuania,2018,1.635176,Baltic,Rest of post-Soviet,19247.2315367967,67.1464742010457,56.494,2.55608663061799,88.5589599609375,False,False,False,False,False
Lithuania,2019,1.610225,Baltic,Rest of post-Soviet,19608.7943945553,67.245735168457,57.226,2.36555049630818,86.6990127563477,False,False,False,False,False
Lithuania,2020,1.487075,Baltic,Rest of post-Soviet,20428.6478157394,67.4254608154297,57.363,1.37702741376978,86.1513519287109,False,False,False,False,False
Lithuania,2021,1.35873,Baltic,Rest of post-Soviet,23870.4594851722,68.1912117004395,57.369,1.16066302778464,89.6342010498047,False,False,False,False,False
Lithuania,2022,1.27,Baltic,Rest of post-Soviet,25085.784063499,68.2866452426813,58.035,1.03605141610572,92.4614105224609,False,False,False,False,False
Lithuania,2023,1.201006,Baltic,Rest of post-Soviet,27786.0057829276,68.575454583199,57.914,1.22409792475394,91.756950378418,False,False,False,False,False
Moldova,2000,1.496288,Slavic,Rest of post-Soviet,440.538683980372,40.4185981750488,56.428,13.7826722310316,43.7339224466463,False,False,False,False,True
Moldova,2001,1.470664,Slavic,Rest of post-Soviet,507.404076252819,39.6744270324707,54.803,16.3580954622492,43.7339224466463,False,False,False,False,True
Moldova,2002,1.447661,Slavic,Rest of post-Soviet,570.799866188293,39.620719909668,54.827,19.4118710536305,43.7339224466463,False,False,False,False,True
Moldova,2003,1.479474,Slavic,Rest of post-Soviet,682.319095965299,39.5945358276367,56.09,24.434256316304,43.7339224466463,False,False,False,False,True
Moldova,2004,1.543093,Slavic,Rest of post-Soviet,897.178494749468,39.4460945129395,54.583,26.9939428415335,43.7339224466463,False,False,False,False,True
Moldova,2005,1.527853,Slavic,Rest of post-Soviet,1034.39197746993,39.3704032897949,55.022,30.621653152555,43.7339224466463,False,False,False,False,True
Moldova,2006,1.536956,Slavic,Rest of post-Soviet,1183.02481442894,39.2182388305664,57.263,34.4991746381553,43.7339224466463,False,False,False,False,True
Moldova,2007,1.574659,Slavic,Rest of post-Soviet,1531.21618590748,39.4315032958984,58.868,33.8832385938611,43.7339224466463,False,False,False,False,True
Moldova,2008,1.637536,Slavic,Rest of post-Soviet,2110.55305353857,39.3710708618164,59.244,31.1820776721655,43.7339224466463,False,False,False,False,True
Moldova,2009,1.718999,Slavic,Rest of post-Soviet,1898.43975710988,39.3255348205566,59.929,24.8619604986136,43.7339224466463,False,False,False,False,True
Moldova,2010,1.703264,Slavic,Rest of post-Soviet,2436.79935102421,39.2804946899414,62.695,25.1302427320706,43.7339224466463,False,False,False,False,False
Moldova,2011,1.650123,Slavic,Rest of post-Soviet,2941.36224066021,39.3469161987305,64.365,21.5478268033462,45.412855438457,False,False,False,False,False
Moldova,2012,1.661143,Slavic,Rest of post-Soviet,3044.8084324815,39.3614196777344,65.277,22.8086850294921,45.7063421973637,False,False,False,False,False
Moldova,2013,1.621657,Slavic,Rest of post-Soviet,3321.04397795719,39.4275512695312,65.586,23.0768148398865,46.6365127627885,False,False,False,False,False
Moldova,2014,1.82,Slavic,Rest of post-Soviet,3289.95758568777,39.6298484802246,69.207,22.0793458644557,58.2979830139099,False,False,False,False,False
Moldova,2015,1.87,Slavic,Rest of post-Soviet,2749.55137054338,39.6954040527344,69.413,19.751035292269,58.9923646570802,False,False,False,False,False
Moldova,2016,1.89,Slavic,Rest of post-Soviet,2847.08794770479,39.7373237609863,68.93,18.3841028050973,60.2475985857469,False,False,False,False,False
Moldova,2017,1.81,Slavic,Rest of post-Soviet,3453.26727720294,39.9736557006836,67.43,17.2146358007248,58.3591348205201,False,False,False,False,False
Moldova,2018,1.81,Slavic,Rest of post-Soviet,4156.44981956646,40.3258094787598,66.419,16.3337386523032,59.8775016198638,False,False,False,False,False
Moldova,2019,1.78,Slavic,Rest of post-Soviet,4405.33418162155,40.772289276123,68.337,16.2728382462381,62.484816225143,False,False,False,False,False
Moldova,2020,1.77,Slavic,Rest of post-Soviet,4375.7788930524,41.3368530273438,68.085,16.274922384411,65.2269949491231,False,False,False,False,False
Moldova,2021,1.7505,Slavic,Rest of post-Soviet,5274.60582195352,41.8115425109863,70.665,15.4787484391198,71.7426824144531,False,False,False,False,False
Moldova,2022,1.694409,Slavic,Rest of post-Soviet,5744.29618434435,42.4048843383789,71.543,14.0294158168182,79.5397278683017,False,False,False,False,False
Moldova,2023,1.730637,Slavic,Rest of post-Soviet,6799.58594644576,43.0011825561523,70.064,12.0387300286119,81.7232329363875,False,False,False,False,False
Russia,2000,1.189782,Slavic,Rest of post-Soviet,1771.59411621094,73.1568222045898,54.659,0.192503071220407,68.4797515869141,False,False,False,False,True
Russia,2001,1.220712,Slavic,Rest of post-Soviet,2100.3525390625,73.22998046875,53.51,0.32172320232662,68.4797515869141,False,False,False,False,False
Russia,2002,1.287229,Slavic,Rest of post-Soviet,2377.52954101563,73.2929008030615,54.308,0.270929070680024,74.9065399169922,False,False,False,False,False
Russia,2003,1.333674,Slavic,Rest of post-Soviet,2975.123046875,73.4057388305664,54.12,0.258790908871147,78.2475433349609,False,False,False,False,False
Russia,2004,1.345017,Slavic,Rest of post-Soviet,4102.36474609375,73.3065795898438,54.719,0.373382010119783,80.5133438110352,False,False,False,False,False
Russia,2005,1.298916,Slavic,Rest of post-Soviet,5323.455078125,73.1613922119141,55.155,0.449802113997943,83.1037292480469,False,False,False,False,False
Russia,2006,1.314641,Slavic,Rest of post-Soviet,6920.19970703125,73.2439193725586,55.583,0.385923449755519,84.0957107543945,False,False,False,False,False
Russia,2007,1.427691,Slavic,Rest of post-Soviet,9101.2392578125,73.3856048583984,56.152,0.359030354019774,86.8497085571289,False,False,False,False,False
Russia,2008,1.517152,Slavic,Rest of post-Soviet,11635.2841796875,73.4822463989258,56.159,0.34542413264832,88.7412796020508,False,False,False,False,False
Russia,2009,1.558792,Slavic,Rest of post-Soviet,8562.82421875,73.5288696289062,56.352,0.417541988221401,89.3014831542969,False,False,False,False,False
Russia,2010,1.585282,Slavic,Rest of post-Soviet,10674.990234375,73.6696307887624,56.019,0.344282408841521,90.4963323888623,False,False,False,False,True
Russia,2011,1.600857,Slavic,Rest of post-Soviet,14305.33203125,73.8534851074219,56.336,0.298313804363493,91.6911816234277,False,False,False,False,False
Russia,2012,1.708244,Slavic,Rest of post-Soviet,15401.8515625,73.97265625,56.272,0.262090607919179,90.0499429654167,False,False,False,False,False
Russia,2013,1.724581,Slavic,Rest of post-Soviet,15941.4482421875,74.0762949770228,55.985,0.294477562161684,91.33984375,False,False,False,False,False
Russia,2014,1.766485,Slavic,Rest of post-Soviet,14055.47265625,74.1776476748791,55.858,0.377640974141187,91.8706493487323,False,False,False,False,False
Russia,2015,1.790093,Slavic,Rest of post-Soviet,9277.7138671875,74.275919065527,55.555,0.506305846173427,91.7894045081223,False,False,False,False,False
Russia,2016,1.773402,Slavic,Rest of post-Soviet,8663.158203125,74.3703138709243,55.684,0.523867598943551,90.727754902259,False,False,False,False,False
Russia,2017,1.626532,Slavic,Rest of post-Soviet,10658.9130859375,74.460036813029,55.335,0.523123068702963,88.6435886426534,False,False,False,False,False
Russia,2018,1.581342,Slavic,Rest of post-Soviet,11211.8876953125,74.5442926137992,55.416,0.560375837837153,88.5227821031978,False,False,False,False,False
Russia,2019,1.504,Slavic,Rest of post-Soviet,11447.701171875,74.6222859951926,54.794,0.616170784814508,87.8579508523661,False,False,False,False,False
Russia,2020,1.505,Slavic,Rest of post-Soviet,10108.3271484375,74.6932216791674,54.63,0.66406336325159,61.8148169554409,False,False,False,False,False
Russia,2021,1.505,Slavic,Rest of post-Soviet,12425.029296875,74.7516840220252,55.132,0.527388477992061,59.3233560101108,False,False,False,False,False
Russia,2022,1.452,Slavic,Rest of post-Soviet,15619.6142578125,74.8544893625017,55.3,0.141610832659861,57.0857197011313,False,False,False,False,False
Russia,2023,1.449,Slavic,Rest of post-Soviet,14159.3876953125,74.9805047873279,55.363,0.126306674820383,98.1264801025391,False,False,False,False,False
Tajikistan,2000,3.49,Central Asia,Central Asia,136.925716400723,26.5355104669232,44.394,6.43374005428851,10.166729927063,False,False,False,True,False
Tajikistan,2001,3.49,Central Asia,Central Asia,168.676285365186,26.5345041786379,44.397,6.43374005428851,9.24987030029297,False,False,False,True,False
Tajikistan,2002,3.47,Central Asia,Central Asia,186.951638285222,26.5336513960096,44.4,6.43374005428851,9.65412998199463,False,False,False,False,False
Tajikistan,2003,3.42,Central Asia,Central Asia,233.58124845289,26.5331204386766,44.404,9.38871507024825,10.6201000213623,False,False,False,False,False
Tajikistan,2004,3.507367,Central Asia,Central Asia,305.745158587502,26.5327772632159,41.766,12.1377953734503,11.5795698165894,False,False,False,False,False
Tajikistan,2005,3.397875,Central Asia,Central Asia,333.927150941684,26.5324878262051,39.16,24.4070340378686,12.3483896255493,False,False,False,False,False
Tajikistan,2006,3.341013,Central Asia,Central Asia,401.018403316427,26.5321180842215,36.597,34.4803707889679,13.2931404113769,False,False,False,False,False
Tajikistan,2007,3.367402,Central Asia,Central Asia,516.997210618914,26.5315339938424,34.093,40.6960068537209,14.0765600204468,False,False,False,False,False
Tajikistan,2008,3.388089,Central Asia,Central Asia,703.327375898643,26.5306015116451,31.66,44.1265382636326,14.6829996109009,False,False,False,False,False
Tajikistan,2009,3.429676,Central Asia,Central Asia,664.795655734657,26.529186594207,29.308,31.4438313512332,14.8808097839356,False,False,False,False,False
Tajikistan,2010,3.456939,Central Asia,Central Asia,737.338883219356,26.5274312963978,28.405,35.8104365109815,15.0943002700806,False,False,False,False,False
Tajikistan,2011,3.456335,Central Asia,Central Asia,833.601978202852,26.4792213439941,27.511,41.7379526470592,14.6670904159546,False,False,False,False,False
Tajikistan,2012,3.421208,Central Asia,Central Asia,952.452819695469,26.4102249145508,26.606,42.2158394555421,14.8713903427124,False,False,False,False,False
Tajikistan,2013,3.432918,Central Asia,Central Asia,1028.19704279396,26.4883155822754,25.694,43.7683574907798,15.5088500976562,False,False,False,False,False
Tajikistan,2014,3.459384,Central Asia,Central Asia,1081.54402932039,26.5633735656738,24.795,37.1359784024863,17.4420509338379,False,False,False,False,False
Tajikistan,2015,3.458874,Central Asia,Central Asia,956.916310930656,26.478832244873,23.907,27.306557809196,19.934440612793,False,False,False,False,False
Tajikistan,2016,3.384335,Central Asia,Central Asia,788.710481734485,26.3718509674072,23.032,26.70605713952,22.6796894073486,False,False,False,False,False
Tajikistan,2017,3.290289,Central Asia,Central Asia,829.45714764957,26.2731513977051,22.25,29.6849721562403,24.7403106689453,False,False,False,False,False
Tajikistan,2018,3.294309,Central Asia,Central Asia,834.288404578801,26.2338752746582,21.43,28.1177144978702,26.750542584177264,False,False,False,False,True
Tajikistan,2019,3.281065,Central Asia,Central Asia,871.022372934846,26.1300735473633,20.681,27.9717718939678,28.760774499409234,False,False,False,False,True
Tajikistan,2020,3.211409,Central Asia,Central Asia,834.311715460625,26.1925442328719,20.487,26.8848943162433,30.7710064146412,False,False,False,False,False
Tajikistan,2021,3.16958,Central Asia,Central Asia,896.748053372182,26.1991525151375,20.592,32.6893794785095,32.1675394894783,False,False,False,False,False
Tajikistan,2022,3.126816,Central Asia,Central Asia,1052.17949484894,26.1957126615618,21.395,49.8953124537059,33.6035586866012,False,False,False,False,False
Tajikistan,2023,3.072325,Central Asia,Central Asia,1178.47990060249,26.1890127571429,21.674,37.8445781946342,34.0234005542585,False,False,False,False,False
Ukraine,2000,1.108471,Slavic,Rest of post-Soviet,653.294311523438,67.403857296906,52.921,1.29420513887627,54.0463600158691,False,False,False,False,False
Ukraine,2001,1.09163,Slavic,Rest of post-Soviet,800.49072265625,67.2749805493459,52.864,2.1089006274417,57.2480392456055,False,False,False,False,False
Ukraine,2002,1.126666,Slavic,Rest of post-Soviet,903.011901855469,67.2672733350904,52.808,2.71179261802868,61.7384986877441,False,False,False,False,False
Ukraine,2003,1.173023,Slavic,Rest of post-Soviet,1076.48156738281,67.419679868405,52.752,2.92826299291522,66.2390518188477,False,False,False,False,False
Ukraine,2004,1.214726,Slavic,Rest of post-Soviet,1401.01806640625,67.5970968423685,52.697,2.78636671290806,69.9675827026367,False,False,False,False,False
Ukraine,2005,1.220777,Slavic,Rest of post-Soviet,1875.33508300781,67.8136046317755,52.646,2.69837586661565,73.9260330200195,False,False,False,False,False
Ukraine,2006,1.296785,Slavic,Rest of post-Soviet,2366.494140625,68.0293347798948,52.595,2.77249574349844,79.6354904174805,False,False,False,False,False
Ukraine,2007,1.342733,Slavic,Rest of post-Soviet,3160.32763671875,68.2102322372037,52.697,3.55668840350097,84.667236328125,False,False,False,False,False
Ukraine,2008,1.444171,Slavic,Rest of post-Soviet,4017.806640625,68.3752085755346,52.403,3.60532981523366,88.8307189941406,False,False,False,False,False
Ukraine,2009,1.469502,Slavic,Rest of post-Soviet,2607.08764648438,68.5251442249547,52.109,4.88761394320421,92.6070785522461,False,False,False,False,False
Ukraine,2010,1.436126,Slavic,Rest of post-Soviet,3039.63232421875,68.637397133357,51.816,4.62788640442269,91.4391394934517,False,False,False,False,False
Ukraine,2011,1.464018,Slavic,Rest of post-Soviet,3656.69799804688,68.7234299826222,51.523,4.61927764801976,92.0280483560592,False,False,False,False,False
Ukraine,2012,1.528347,Slavic,Rest of post-Soviet,3951.34228515625,68.8241983107739,51.23,4.62726263528925,89.8631669541472,False,False,False,False,False
Ukraine,2013,1.515169,Slavic,Rest of post-Soviet,4129.89697265625,68.9326288082226,50.937,5.07457234295051,89.0957933893404,False,False,False,False,False
Ukraine,2014,1.466096,Slavic,Rest of post-Soviet,3054.908203125,69.0554339301313,50.648,5.50845447210468,90.2878348077098,False,False,False,False,False
Ukraine,2015,1.386783,Slavic,Rest of post-Soviet,2094.47387695313,69.1587317201337,50.36,9.30892003656947,82.857257382087,False,False,False,False,False
Ukraine,2016,1.391451,Slavic,Rest of post-Soviet,2158.46118164063,69.2102241609089,50.072,10.1461215673731,82.178776606117,False,False,False,False,False
Ukraine,2017,1.299933,Slavic,Rest of post-Soviet,2604.28759765625,69.2633108489282,49.785,10.8233966749932,85.5655948924914,False,False,False,False,False
Ukraine,2018,1.233007,Slavic,Rest of post-Soviet,3059.0517578125,69.3157992777909,49.498,11.2261271501125,86.4879838892918,False,False,False,False,False
Ukraine,2019,1.217631,Slavic,Rest of post-Soviet,3619.86157226563,69.3527648708735,49.214,10.2597396240268,89.9799803822954,False,False,False,False,False
Ukraine,2020,1.208113,Slavic,Rest of post-Soviet,3709.76928710938,69.3839100516745,48.1,9.71346014003703,86.3139423375747,False,False,False,False,False
Ukraine,2021,1.147523,Slavic,Rest of post-Soviet,4775.94580078125,69.4027032653896,47.738,9.04058383088579,80.6778566384496,False,False,False,False,False
Ukraine,2022,0.897,Slavic,Rest of post-Soviet,4199.6708984375,69.42345912103,47.738,10.360546734925,81.3500023853869,False,False,True,False,True
Ukraine,2023,0.977,Slavic,Rest of post-Soviet,5139.59814453125,69.4754455027606,47.738,8.25895300735777,82.0221481323242,False,False,True,False,False
Uzbekistan,2000,2.696102,Central Asia,Central Asia,555.149231099186,47.6731005044,39.638,7.17193652621924,11.8367795944214,False,False,False,True,False
Uzbekistan,2001,2.609737,Central Asia,Central Asia,454.415812256778,48.4901886313987,39.498,7.17193652621924,11.9022998809815,False,False,False,True,False
Uzbekistan,2002,2.574738,Central Asia,Central Asia,381.409296889283,49.2574592650723,39.431,7.17193652621924,12.2173004150391,False,False,False,True,False
Uzbekistan,2003,2.503429,Central Asia,Central Asia,394.164028897235,49.9566881481443,39.187,7.17193652621924,12.0571098327637,False,False,False,True,False
Uzbekistan,2004,2.496159,Central Asia,Central Asia,462.171492867885,50.5696510233382,39.056,7.17193652621924,12.1567001342773,False,False,False,True,False
Uzbekistan,2005,2.4381,Central Asia,Central Asia,542.835808692209,51.0781236333777,38.789,7.17193652621924,8.07279014587402,False,False,False,False,False
Uzbekistan,2006,2.461132,Central Asia,Central Asia,649.118167003925,51.4638817209862,38.555,8.180185407437,8.19966983795166,False,False,False,False,False
Uzbekistan,2007,2.573356,Central Asia,Central Asia,824.028192334768,51.7087010288873,38.426,7.64888686011818,8.11347007751465,False,False,False,False,False
Uzbekistan,2008,2.634888,Central Asia,Central Asia,1074.72928796701,51.7943572998047,38.415,12.2843587985737,7.96892976760864,False,False,False,False,False
Uzbekistan,2009,2.559144,Central Asia,Central Asia,1205.7993547038,51.6105041503906,38.895,6.46524882083396,8.03606033325195,False,False,False,False,False
Uzbekistan,2010,2.44213,Central Asia,Central Asia,1753.20730243278,51.3321647644043,38.961,6.90310933925255,6.92493375737348,False,False,False,False,False
Uzbekistan,2011,2.353628,Central Asia,Central Asia,2087.86386135694,51.3395500183105,38.883,8.15471745166511,6.70508169271362,False,False,False,False,False
Uzbekistan,2012,2.336733,Central Asia,Central Asia,2307.34649117185,51.3359680175781,39.101,9.01689935997158,5.84345416122378,False,False,False,False,False
Uzbekistan,2013,2.445493,Central Asia,Central Asia,2461.97947403595,51.1276969909668,39.191,8.80231146942062,5.9177535118656,False,False,False,False,False
Uzbekistan,2014,2.546374,Central Asia,Central Asia,2674.9628382103,50.8868713378906,39.275,8.42882528339748,6.06604631075713,False,False,False,False,False
Uzbekistan,2015,2.582871,Central Asia,Central Asia,2803.19018021751,50.6597328186035,39.447,5.61878143544813,6.15799284630352,False,False,False,False,False
Uzbekistan,2016,2.564492,Central Asia,Central Asia,2753.37951427589,50.6572189331055,39.57,6.72762541776342,6.47848566192553,False,False,False,False,False
Uzbekistan,2017,2.570115,Central Asia,Central Asia,2190.60411562888,50.6787376403809,39.652,10.2293000322696,6.7548840177639,False,False,False,False,False
Uzbekistan,2018,2.712941,Central Asia,Central Asia,1813.08530813664,50.5814971923828,39.739,12.9644724922439,8.16082816177311,False,False,False,False,False
Uzbekistan,2019,2.869214,Central Asia,Central Asia,2041.38480729431,50.5920104980469,39.89,12.69979421355,11.0202810887742,False,False,False,False,False
Uzbekistan,2020,3.062255,Central Asia,Central Asia,1978.28051860763,50.7670402526855,39.097,10.6613149757896,15.0318468501231,False,False,False,False,False
Uzbekistan,2021,3.272864,Central Asia,Central Asia,2258.51964119278,50.9269905090332,39.587,11.9948771448385,20.5989391063524,False,False,False,False,False
Uzbekistan,2022,3.396064,Central Asia,Central Asia,2578.66689394219,50.9847412109375,41.1,17.2173418207715,29.6917854783806,False,False,False,False,False
Uzbekistan,2023,3.5,Central Asia,Central Asia,2878.96879292451,50.9964841114568,41.24,13.8041936750861,46.4659334224552,False,False,False,False,False
